observationDate,observationAbout,variableMeasured,value,unit,measurementMethod,observationPeriod
2022,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_AgricultureForestryFishingSector,40994725779159.305,INR,MOSPISecondRevisedEstimates,P1Y
2022,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_AgricultureForestryFishingSector,21701064716424.324,INR,MOSPISecondRevisedEstimates,P1Y
2022,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_MiningQuarrying,4393391916004.24,INR,MOSPISecondRevisedEstimates,P1Y
2022,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_MiningQuarrying,3092760590283.4736,INR,MOSPISecondRevisedEstimates,P1Y
2022,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_ManufacturingSector,33926047949774.742,INR,MOSPISecondRevisedEstimates,P1Y
2022,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_ManufacturingSector,25610331116884.52,INR,MOSPISecondRevisedEstimates,P1Y
2022,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_ElectricityGasSteamAirConditionSupply,5777925695126.873,INR,MOSPISecondRevisedEstimates,P1Y
2022,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_ElectricityGasSteamAirConditionSupply,3179661957491.916,INR,MOSPISecondRevisedEstimates,P1Y
2022,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_ConstructionSector,18356744959418.348,INR,MOSPISecondRevisedEstimates,P1Y
2022,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_ConstructionSector,11935321153507.45,INR,MOSPISecondRevisedEstimates,P1Y
2022,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_TradeSector,23090962122220.75,INR,MOSPISecondRevisedEstimates,P1Y
2022,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_TradeSector,16147796364790.688,INR,MOSPISecondRevisedEstimates,P1Y
2022,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_TransportStorageSectorOrPublishingBroadcastingInformationActivities,13658218095298.57,INR,MOSPISecondRevisedEstimates,P1Y
2022,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_TransportStorageSectorOrPublishingBroadcastingInformationActivities,8656006275300.704,INR,MOSPISecondRevisedEstimates,P1Y
2022,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_FinanceService,11732395193659.459,INR,MOSPISecondRevisedEstimates,P1Y
2022,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_FinanceService,8313053363607.982,INR,MOSPISecondRevisedEstimates,P1Y
2022,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_RealEstateOrDwellingRelatedServicesOrProfessionalServices,34726334583809.703,INR,MOSPISecondRevisedEstimates,P1Y
2022,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_RealEstateOrDwellingRelatedServicesOrProfessionalServices,22915418519581.926,INR,MOSPISecondRevisedEstimates,P1Y
2022,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_PublicAdministrationAndDefence,13158561681716.176,INR,MOSPISecondRevisedEstimates,P1Y
2022,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_PublicAdministrationAndDefence,7808459383719.687,INR,MOSPISecondRevisedEstimates,P1Y
2022,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_MOSPIOtherService,16540528368415.527,INR,MOSPISecondRevisedEstimates,P1Y
2022,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_MOSPIOtherService,9408526982298.14,INR,MOSPISecondRevisedEstimates,P1Y
2022,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded,216355836344603.72,INR,MOSPISecondRevisedEstimates,P1Y
2022,country/IND,dcid:Amount_EconomicActivity_GrossValueAdded_RealValue,138768400423890.8,INR,MOSPISecondRevisedEstimates,P1Y
2021,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_AgricultureForestryFishingSector,36954122572366.875,INR,MOSPISecondRevisedEstimates,P1Y
2021,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_AgricultureForestryFishingSector,20763271413544.254,INR,MOSPISecondRevisedEstimates,P1Y
2021,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_MiningQuarrying,3162678316893.879,INR,MOSPISecondRevisedEstimates,P1Y
2021,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_MiningQuarrying,2899048259167.547,INR,MOSPISecondRevisedEstimates,P1Y
2021,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_ManufacturingSector,28008953708745.426,INR,MOSPISecondRevisedEstimates,P1Y
2021,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_ManufacturingSector,23254384602952.62,INR,MOSPISecondRevisedEstimates,P1Y
2021,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_ElectricityGasSteamAirConditionSupply,5008044561086.514,INR,MOSPISecondRevisedEstimates,P1Y
2021,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_ElectricityGasSteamAirConditionSupply,2877566793765.707,INR,MOSPISecondRevisedEstimates,P1Y
2021,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_ConstructionSector,13435305064882.178,INR,MOSPISecondRevisedEstimates,P1Y
2021,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_ConstructionSector,9836185298916.293,INR,MOSPISecondRevisedEstimates,P1Y
2021,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_TradeSector,18478969510457.16,INR,MOSPISecondRevisedEstimates,P1Y
2021,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_TradeSector,14403121851434.318,INR,MOSPISecondRevisedEstimates,P1Y
2021,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_TransportStorageSectorOrPublishingBroadcastingInformationActivities,10227698511673.111,INR,MOSPISecondRevisedEstimates,P1Y
2021,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_TransportStorageSectorOrPublishingBroadcastingInformationActivities,7191826012742.605,INR,MOSPISecondRevisedEstimates,P1Y
2021,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_FinanceService,10859312385948.947,INR,MOSPISecondRevisedEstimates,P1Y
2021,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_FinanceService,8245623686072.832,INR,MOSPISecondRevisedEstimates,P1Y
2021,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_RealEstateOrDwellingRelatedServicesOrProfessionalServices,29508346848022.37,INR,MOSPISecondRevisedEstimates,P1Y
2021,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_RealEstateOrDwellingRelatedServicesOrProfessionalServices,21342896240666.996,INR,MOSPISecondRevisedEstimates,P1Y
2021,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_PublicAdministrationAndDefence,12063967302989.08,INR,MOSPISecondRevisedEstimates,P1Y
2021,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_PublicAdministrationAndDefence,7576157350586.97,INR,MOSPISecondRevisedEstimates,P1Y
